,orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
136,10417,SIMOB,4,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
137,10418,QUICK,4,1997-01-17 00:00:00.000,1997-02-14 00:00:00.000,1997-01-24 00:00:00.000,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
138,10419,RICSU,4,1997-01-20 00:00:00.000,1997-02-17 00:00:00.000,1997-01-30 00:00:00.000,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
139,10422,FRANS,2,1997-01-22 00:00:00.000,1997-02-19 00:00:00.000,1997-01-31 00:00:00.000,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
140,10424,MEREP,7,1997-01-23 00:00:00.000,1997-02-20 00:00:00.000,1997-01-27 00:00:00.000,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
141,10425,LAMAI,6,1997-01-24 00:00:00.000,1997-02-21 00:00:00.000,1997-02-14 00:00:00.000,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
142,10427,PICCO,4,1997-01-27 00:00:00.000,1997-02-24 00:00:00.000,1997-03-03 00:00:00.000,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
143,10428,REGGC,7,1997-01-28 00:00:00.000,1997-02-25 00:00:00.000,1997-02-04 00:00:00.000,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
144,10429,HUNGO,3,1997-01-29 00:00:00.000,1997-03-12 00:00:00.000,1997-02-07 00:00:00.000,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
145,10430,ERNSH,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-03 00:00:00.000,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
146,10431,BOTTM,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-07 00:00:00.000,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
147,10432,SPLIR,3,1997-01-31 00:00:00.000,1997-02-14 00:00:00.000,1997-02-07 00:00:00.000,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
148,10433,PRINI,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-03-04 00:00:00.000,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
149,10434,FOLKO,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-02-13 00:00:00.000,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
150,10435,CONSH,8,1997-02-04 00:00:00.000,1997-03-18 00:00:00.000,1997-02-07 00:00:00.000,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
151,10437,WARTH,8,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-12 00:00:00.000,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
152,10438,TOMSP,3,1997-02-06 00:00:00.000,1997-03-06 00:00:00.000,1997-02-14 00:00:00.000,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
153,10439,MEREP,6,1997-02-07 00:00:00.000,1997-03-07 00:00:00.000,1997-02-10 00:00:00.000,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
154,10440,SAVEA,4,1997-02-10 00:00:00.000,1997-03-10 00:00:00.000,1997-02-28 00:00:00.000,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
155,10441,OLDWO,3,1997-02-10 00:00:00.000,1997-03-24 00:00:00.000,1997-03-14 00:00:00.000,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
156,10442,ERNSH,3,1997-02-11 00:00:00.000,1997-03-11 00:00:00.000,1997-02-18 00:00:00.000,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
157,10443,REGGC,8,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-14 00:00:00.000,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
158,10444,BERGS,3,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-21 00:00:00.000,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
159,10445,BERGS,3,1997-02-13 00:00:00.000,1997-03-13 00:00:00.000,1997-02-20 00:00:00.000,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
160,10446,TOMSP,6,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-02-19 00:00:00.000,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
161,10448,RANCH,4,1997-02-17 00:00:00.000,1997-03-17 00:00:00.000,1997-02-24 00:00:00.000,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
162,10451,QUICK,4,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
163,10452,SAVEA,8,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,1997-02-26 00:00:00.000,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
164,10453,AROUT,1,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-26 00:00:00.000,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
165,10454,LAMAI,4,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
166,10455,WARTH,8,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
167,10456,KOENE,8,1997-02-25 00:00:00.000,1997-04-08 00:00:00.000,1997-02-28 00:00:00.000,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
168,10457,KOENE,2,1997-02-25 00:00:00.000,1997-03-25 00:00:00.000,1997-03-03 00:00:00.000,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
169,10460,FOLKO,8,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-03 00:00:00.000,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
170,10461,LILAS,1,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
171,10462,CONSH,2,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
172,10464,FURIB,4,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
173,10465,VAFFE,1,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
174,10467,MAGAA,8,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00.000,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
175,10468,KOENE,3,1997-03-07 00:00:00.000,1997-04-04 00:00:00.000,1997-03-12 00:00:00.000,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
176,10469,WHITC,1,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
177,10471,BSBEV,2,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
178,10472,SEVES,8,1997-03-12 00:00:00.000,1997-04-09 00:00:00.000,1997-03-19 00:00:00.000,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
179,10473,ISLAT,1,1997-03-13 00:00:00.000,1997-03-27 00:00:00.000,1997-03-21 00:00:00.000,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
180,10474,PERIC,5,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
181,10476,HILAA,8,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-24 00:00:00.000,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
182,10477,PRINI,5,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-25 00:00:00.000,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
183,10479,RATTC,3,1997-03-19 00:00:00.000,1997-04-16 00:00:00.000,1997-03-21 00:00:00.000,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
184,10482,LAZYK,1,1997-03-21 00:00:00.000,1997-04-18 00:00:00.000,1997-04-10 00:00:00.000,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
185,10483,WHITC,7,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-25 00:00:00.000,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
186,10484,BSBEV,3,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
187,10485,LINOD,4,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
188,10486,HILAA,1,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
189,10488,FRANK,8,1997-03-27 00:00:00.000,1997-04-24 00:00:00.000,1997-04-02 00:00:00.000,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany
190,10489,PICCO,6,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,1997-04-09 00:00:00.000,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
191,10490,HILAA,7,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
192,10491,FURIB,8,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-08 00:00:00.000,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
193,10492,BOTTM,3,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
194,10493,LAMAI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
195,10495,LAUGB,3,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
196,10497,LEHMS,7,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
197,10498,HILAA,8,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
198,10499,LILAS,4,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,1997-04-16 00:00:00.000,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
199,10500,LAMAI,6,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
200,10501,BLAUS,9,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-16 00:00:00.000,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
201,10502,PERIC,2,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
202,10503,HUNGO,6,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-16 00:00:00.000,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
203,10504,WHITC,4,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
204,10505,MEREP,3,1997-04-14 00:00:00.000,1997-05-12 00:00:00.000,1997-04-21 00:00:00.000,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
205,10506,KOENE,9,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-05-02 00:00:00.000,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
206,10507,ANTON,7,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-04-22 00:00:00.000,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
207,10508,OTTIK,1,1997-04-16 00:00:00.000,1997-05-14 00:00:00.000,1997-05-13 00:00:00.000,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
208,10509,BLAUS,4,1997-04-17 00:00:00.000,1997-05-15 00:00:00.000,1997-04-29 00:00:00.000,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
209,10510,SAVEA,6,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-28 00:00:00.000,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
210,10513,WANDK,7,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
211,10514,ERNSH,3,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
212,10515,QUICK,2,1997-04-23 00:00:00.000,1997-05-07 00:00:00.000,1997-05-23 00:00:00.000,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
213,10516,HUNGO,2,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-05-01 00:00:00.000,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
214,10517,NORTS,3,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-04-29 00:00:00.000,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
215,10518,TORTU,4,1997-04-25 00:00:00.000,1997-05-09 00:00:00.000,1997-05-05 00:00:00.000,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
216,10519,CHOPS,6,1997-04-28 00:00:00.000,1997-05-26 00:00:00.000,1997-05-01 00:00:00.000,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
217,10520,SANTG,7,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-01 00:00:00.000,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
218,10521,CACTU,8,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-02 00:00:00.000,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
219,10522,LEHMS,4,1997-04-30 00:00:00.000,1997-05-28 00:00:00.000,1997-05-06 00:00:00.000,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
220,10523,SEVES,7,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-30 00:00:00.000,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
221,10524,BERGS,1,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-07 00:00:00.000,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
222,10526,WARTH,4,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-15 00:00:00.000,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
223,10527,QUICK,7,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-07 00:00:00.000,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
224,10528,GREAL,6,1997-05-06 00:00:00.000,1997-05-20 00:00:00.000,1997-05-09 00:00:00.000,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
225,10529,MAISD,5,1997-05-07 00:00:00.000,1997-06-04 00:00:00.000,1997-05-09 00:00:00.000,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
226,10530,PICCO,3,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-12 00:00:00.000,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
227,10531,OCEAN,7,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-19 00:00:00.000,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
228,10532,EASTC,7,1997-05-09 00:00:00.000,1997-06-06 00:00:00.000,1997-05-12 00:00:00.000,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK
229,10533,FOLKO,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-22 00:00:00.000,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
230,10534,LEHMS,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-14 00:00:00.000,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
231,10535,ANTON,4,1997-05-13 00:00:00.000,1997-06-10 00:00:00.000,1997-05-21 00:00:00.000,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
232,10536,LEHMS,3,1997-05-14 00:00:00.000,1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
233,10537,RICSU,1,1997-05-14 00:00:00.000,1997-05-28 00:00:00.000,1997-05-19 00:00:00.000,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
234,10538,BSBEV,9,1997-05-15 00:00:00.000,1997-06-12 00:00:00.000,1997-05-16 00:00:00.000,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
235,10539,BSBEV,6,1997-05-16 00:00:00.000,1997-06-13 00:00:00.000,1997-05-23 00:00:00.000,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
236,10540,QUICK,3,1997-05-19 00:00:00.000,1997-06-16 00:00:00.000,1997-06-13 00:00:00.000,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
237,10542,KOENE,1,1997-05-20 00:00:00.000,1997-06-17 00:00:00.000,1997-05-26 00:00:00.000,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
238,10543,LILAS,8,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-23 00:00:00.000,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
239,10544,LONEP,4,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-30 00:00:00.000,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
240,10545,LAZYK,8,1997-05-22 00:00:00.000,1997-06-19 00:00:00.000,1997-06-26 00:00:00.000,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
241,10547,SEVES,3,1997-05-23 00:00:00.000,1997-06-20 00:00:00.000,1997-06-02 00:00:00.000,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
242,10548,TOMSP,3,1997-05-26 00:00:00.000,1997-06-23 00:00:00.000,1997-06-02 00:00:00.000,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
243,10549,QUICK,5,1997-05-27 00:00:00.000,1997-06-10 00:00:00.000,1997-05-30 00:00:00.000,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
244,10551,FURIB,4,1997-05-28 00:00:00.000,1997-07-09 00:00:00.000,1997-06-06 00:00:00.000,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
245,10552,HILAA,2,1997-05-29 00:00:00.000,1997-06-26 00:00:00.000,1997-06-05 00:00:00.000,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
246,10553,WARTH,2,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-03 00:00:00.000,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
247,10554,OTTIK,4,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-05 00:00:00.000,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
248,10555,SAVEA,6,1997-06-02 00:00:00.000,1997-06-30 00:00:00.000,1997-06-04 00:00:00.000,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
249,10556,SIMOB,2,1997-06-03 00:00:00.000,1997-07-15 00:00:00.000,1997-06-13 00:00:00.000,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
250,10557,LEHMS,9,1997-06-03 00:00:00.000,1997-06-17 00:00:00.000,1997-06-06 00:00:00.000,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
251,10558,AROUT,1,1997-06-04 00:00:00.000,1997-07-02 00:00:00.000,1997-06-10 00:00:00.000,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
252,10560,FRANK,8,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany
253,10561,FOLKO,2,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
254,10562,REGGC,1,1997-06-09 00:00:00.000,1997-07-07 00:00:00.000,1997-06-12 00:00:00.000,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
255,10564,RATTC,4,1997-06-10 00:00:00.000,1997-07-08 00:00:00.000,1997-06-16 00:00:00.000,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
256,10565,MEREP,8,1997-06-11 00:00:00.000,1997-07-09 00:00:00.000,1997-06-18 00:00:00.000,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
257,10567,HUNGO,1,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-17 00:00:00.000,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
258,10569,RATTC,5,1997-06-16 00:00:00.000,1997-07-14 00:00:00.000,1997-07-11 00:00:00.000,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
259,10570,MEREP,3,1997-06-17 00:00:00.000,1997-07-15 00:00:00.000,1997-06-19 00:00:00.000,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
260,10571,ERNSH,8,1997-06-17 00:00:00.000,1997-07-29 00:00:00.000,1997-07-04 00:00:00.000,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
261,10572,BERGS,3,1997-06-18 00:00:00.000,1997-07-16 00:00:00.000,1997-06-25 00:00:00.000,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
262,10573,ANTON,7,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-20 00:00:00.000,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
263,10574,TRAIH,4,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-30 00:00:00.000,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
264,10575,MORGK,5,1997-06-20 00:00:00.000,1997-07-04 00:00:00.000,1997-06-30 00:00:00.000,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
265,10576,TORTU,3,1997-06-23 00:00:00.000,1997-07-07 00:00:00.000,1997-06-30 00:00:00.000,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
266,10577,TRAIH,9,1997-06-23 00:00:00.000,1997-08-04 00:00:00.000,1997-06-30 00:00:00.000,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
267,10578,BSBEV,4,1997-06-24 00:00:00.000,1997-07-22 00:00:00.000,1997-07-25 00:00:00.000,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
268,10579,LETSS,1,1997-06-25 00:00:00.000,1997-07-23 00:00:00.000,1997-07-04 00:00:00.000,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
269,10580,OTTIK,4,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-01 00:00:00.000,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
270,10582,BLAUS,3,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00.000,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
271,10583,WARTH,2,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
